sample	sex	pop	source	super_pop	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NA12347	U	CEU	1000G	EUR	-12.437456458573271	12.553010057324492	-2.7256954551522354	0.13755303991113074	-2.9374606877893794	-0.5725191114061378	-0.3153316561031365	-1.3064246031813813	-1.2197441016280712	0.3641022271648249
NA12348	U	CEU	1000G	EUR	-11.956354843861895	15.354786881816976	-2.5595152262612455	0.12655277566793366	-3.6085967947751922	0.22108914765650656	-0.2924372813553624	0.2674801388134837	0.037032743106685355	1.529708969596536
NA12383	U	CEU	1000G	EUR	-12.720885153141133	16.195818975395124	-2.7728121264268037	0.7606048303393319	-2.377082890192713	0.392532332359919	-0.8957411434426559	0.05861233915379037	1.1673879185049763	-0.33768184599939766
NA12399	U	CEU	1000G	EUR	-10.436149983219634	14.224958515376702	-2.954101223621293	0.4596559772305733	2.2304626918767667	-0.7307648673671843	-0.497239612518613	0.022562088204400314	-1.2115445669166363	-0.4076232568671955
NA12400	U	CEU	1000G	EUR	-12.96531478896169	15.77457749389445	-2.70101282014875	-0.3562819397726301	-5.104301343212116	0.12095746235065898	-0.2232072767812996	-0.4170019669835709	1.6879709005960757	0.7611843856924552
NA12413	U	CEU	1000G	EUR	-12.74602972635323	15.080640130302664	-4.191586466678355	-0.49031947273418336	-3.3909818422547096	-1.079636473334016	0.48209100726651427	-0.11711920397364518	1.1816722982091359	-0.2561984823465317
NA12414	U	CEU	1000G	EUR	-10.999542533469025	14.358057549448548	-0.7052894584358641	-0.7782043803487867	-4.033922192022858	-1.1469332683730737	-0.8705847779248276	0.40148637543137117	-0.22671277253414732	1.17719905374082
NA12489	U	CEU	1000G	EUR	-11.624205483480411	15.242079799977503	-2.415325435758188	-1.0860010345452524	-0.3350640819049922	-0.6613914276167654	0.10373252132269822	0.9871012540357169	-0.8639066726330413	-0.9259526859612656
NA12546	U	CEU	1000G	EUR	-12.185337226016138	14.809807000688581	-0.8598358388379057	-0.1961165529864521	2.907379285920335	-1.217990694348856	0.4709109090782571	-0.09969773386278134	-1.1370965408977374	1.373865464559543
NA12716	U	CEU	1000G	EUR	-11.856042620634993	14.969626160876535	-0.9208357793794382	-0.33363305830496826	-3.81090400868691	0.46864736497650905	-0.22438738336500225	2.827947623842017	-0.1365270646260005	0.8759316456569896
NA12717	U	CEU	1000G	EUR	-12.946357869691262	15.283707912707483	-1.1721483460316968	0.6736101878396541	-1.4865396708669116	1.734512244636504	-0.8053506479121065	-1.1050859873883543	-0.5317499754631423	-0.1745672284282371
NA12718	U	CEU	1000G	EUR	-11.956886940919738	15.086840903495931	-0.9700720496394489	0.5549372723740995	-3.1365223112248612	0.6525529301793289	0.9583189001156637	-0.285007122984684	1.150894499450454	0.16725480098517104
NA12748	U	CEU	1000G	EUR	-12.799606647520251	14.378959946037114	-3.0720889024951252	0.02128884979923701	-3.041460166907341	1.2207229473523464	0.42615500145838553	0.8485049573869146	-0.11491868348934786	2.6866085031295133
NA12749	U	CEU	1000G	EUR	-12.36375245340131	14.112560638292553	-2.940877136782119	-0.5796497922865435	3.0621462233843917	0.14704988625421242	0.4862557292141515	-1.3747029937637827	0.8584771742755212	2.1970883187906005
NA12750	U	CEU	1000G	EUR	-11.844744468585281	14.644440444904225	-3.2258502590547655	0.049037576555366606	-3.1083251274662222	0.846500767670457	-0.4244945097885066	-0.048473647515615934	0.8388334777070795	-1.8315823067554233
NA12751	U	CEU	1000G	EUR	-11.619183175312635	15.96539154935984	-2.2121731501727058	-0.9087578584511371	-0.653725287480891	0.21846623516135305	1.3984283548720335	1.8019410418311974	-1.0725756613726376	-1.2061247429752924
NA12760	U	CEU	1000G	EUR	-12.837579376692311	16.303065159379774	-2.012586863772778	-0.43448774493971043	-3.0863582290569465	0.0012859786168453171	0.1638650885149699	0.05393827232199536	0.464032253262209	-0.781394200228091
NA12761	U	CEU	1000G	EUR	-12.356245629682848	17.765589268189352	-1.7661517645660425	1.1557064815494784	-3.274220849773104	-1.098055853341495	0.7086695942535776	1.9575832406687483	0.36786384794675553	0.19708990999437137
NA12762	U	CEU	1000G	EUR	-12.643180502228303	16.308383880534507	-1.5118920358856867	-0.27683761624442754	1.7440028296889913	-0.09196519967705981	-0.2266141226837849	0.12843180991868802	-1.0547471398078216	1.068114103936473
NA12763	U	CEU	1000G	EUR	-10.417385345228858	15.01840510365324	-3.621845020964189	1.0535251050631076	10.445306150479082	-0.4401759274253347	-0.4229226562255267	0.11902851298322238	0.19938106792497712	1.5722347751060946
NA12775	U	CEU	1000G	EUR	-13.417934317836785	14.779250836448444	-2.544967877702131	1.417258036847431	-4.120809112490549	-0.392107098623126	0.12110556344713069	-0.24253073728688657	0.9115204866907933	1.8655802842741436
NA12776	U	CEU	1000G	EUR	-12.629912023294976	14.311752425978565	-0.8941105224016368	-1.160075138508324	4.481970842695747	-0.5656892113221732	0.08783329999909949	-0.6624902588562677	-0.7933062056993804	-0.36292768211383375
NA12777	U	CEU	1000G	EUR	-13.369679222754606	14.779462207320757	-2.58702098911778	-0.35227373839586046	-3.334386239265905	-0.09342706849294435	-0.1898179979270021	-1.5620946537067617	1.55232209998773	0.5410294595747537
NA12778	U	CEU	1000G	EUR	-12.570179962365229	15.156259888392212	-2.133882692968515	-0.5442507130539042	1.0342547980834853	1.6454393553224187	1.6060525424675312	-0.23526338728225815	2.2341853443958812	-0.5808438769529682
NA12812	U	CEU	1000G	EUR	-11.672346975383205	14.147892742358822	-0.5788901886183052	-0.8288819782318438	1.5143743448644675	1.1617401829844343	-0.399679177523201	-0.032541329888913464	-0.9063047619560535	-0.3406686680985847
NA12813	U	CEU	1000G	EUR	-12.021412236669864	14.894519185390777	-1.681045391558822	-0.5196889258290851	-3.2309966826577887	0.15943018608282156	1.2184019776870885	0.6140207851000853	0.7056214180679088	-0.5028719689110741
NA12814	U	CEU	1000G	EUR	-12.605550225596016	15.36809364452269	-2.056541760074904	-0.13750537071761604	-3.0259900286713477	-1.2905683182092267	0.2616903197493219	1.547754456447746	-0.23810432406901896	0.9171282638076598
NA12815	U	CEU	1000G	EUR	-12.046191249182332	14.14678016713161	-1.7833725675215082	-0.02327822923801573	3.486110802763869	-0.43181380419027576	0.05926121278954561	-0.19413056555503033	-0.016562808460722157	2.2811801061017007
NA12827	U	CEU	1000G	EUR	-11.350725125642164	14.555295520870038	-3.3049712987995483	0.5516575106497449	1.1367183391378513	0.2653925835968353	-1.2064917670760988	0.34310659736979565	-1.0212674181061208	-0.7091382875956649
NA12828	U	CEU	1000G	EUR	-12.891854687492184	17.564857546125783	-3.710805025816939	0.6687819107661493	-4.632532259627384	-0.0960607604520375	0.39980361019248484	0.07341408667472703	1.2351117757080572	0.4111060348229458
NA12829	U	CEU	1000G	EUR	-12.090773796191597	14.355750547305089	-0.17341373309329164	1.0397344631688812	0.7741118056546733	1.0814881731841346	0.3193821295767281	0.873941576733126	-1.5036477007380598	-0.28914294575385185
NA12830	U	CEU	1000G	EUR	-12.601896639725346	16.30489150652666	-0.3466677306117312	2.0541802905143767	1.9571823169303386	-0.9809688198500163	-0.8431547400104195	0.20563467828972357	0.06363307288126956	-0.5267837449447053
NA12842	U	CEU	1000G	EUR	-12.618674783985602	16.010973227043504	-2.698322231176532	-0.6685066589983987	-2.7025143156434552	0.28105069752815864	-1.2509096843073706	1.8451725783806217	-0.037061216840437915	-0.4442241886310676
NA12843	U	CEU	1000G	EUR	-12.650278139338123	15.640371036689858	-1.789310303065822	0.4506669908811956	3.0734821955522573	0.065620664561901	-0.20490121668596187	0.5919247051158529	0.15677493645396506	-0.34502049570662907
NA12872	U	CEU	1000G	EUR	-12.32253788970103	14.428553828957172	-1.2639439993656783	-1.721866320135926	-2.9639222292531247	0.06595863359285194	0.8233018766268086	-0.05241212666467582	1.7065696078057664	-0.10780097356983005
NA12873	U	CEU	1000G	EUR	-12.900015118514945	15.97421008978244	-1.2301957805068156	0.3136856434435385	-2.5662377914700722	-1.8278696408634711	0.9385044416599534	-0.11436480622914694	0.3808824104070535	1.7023351305194352
NA12874	U	CEU	1000G	EUR	-12.856006765503235	15.195419656931408	-2.841479312771951	-0.020780155521649028	-2.8761691037525527	2.7806477395936695	0.6661808151293372	-0.3135621225015938	1.8530880384760735	1.1888538906427353
NA12878	U	CEU	1000G	EUR	-12.747934035453909	13.658471114123788	-0.2802607624912558	-0.1525064089305839	-3.6340116468831396	-1.6091707542870795	1.0899093650327727	0.8868948675231779	-0.3990015643590989	-2.3114362124314454
NA12889	U	CEU	1000G	EUR	-12.208052569641495	15.348178516512922	-1.5743110280957329	-0.7748726115799467	1.2373032469703806	1.4845803306697467	2.5485535818556504	-2.0212425054271987	0.26757110737806356	1.1464974328682231
NA12890	U	CEU	1000G	EUR	-11.969918945159076	15.309265332988248	-1.819519163694763	-1.018251753344575	1.4369510901244051	-0.2687305660005678	-0.7079828120040206	-1.155666189938264	1.6445459262153965	1.4535053400451194
NA18525	U	CHB	1000G	EAS	-15.797562149548835	-14.420029116406958	-1.6862899538986933	0.059887904198954456	-1.8290558551274847	1.1044621978997025	1.903743199058425	-0.2967360869197329	-0.5381430300810874	0.24440137100277481
NA18526	U	CHB	1000G	EAS	-15.339543757002332	-13.202994820709272	-0.704112556791165	-0.30265513373211866	-0.7707308828766399	0.5153062217140505	-0.022133866634724046	0.05998256056451612	0.15585957977821727	2.3666543247171754
NA18528	U	CHB	1000G	EAS	-15.118988300984787	-14.34009780698462	-2.6294165149420157	-0.3394851100619626	-2.521349677193222	-0.49648642618583383	0.9092486340475786	-0.28340586208064017	1.2192700333019213	0.6896087272236509
NA18530	U	CHB	1000G	EAS	-16.31563692515772	-15.104275976696591	-2.4868457118115463	-0.22300997501031972	-0.18565087152672222	0.6221156359151672	0.3160399504010451	0.22751852497465364	1.1384997345190409	-0.6465962222673115
NA18531	U	CHB	1000G	EAS	-14.612772158228394	-12.599621011795563	-2.4238162359403486	-0.004022637668672893	-1.4772502812237194	1.1945246740583446	-0.9765336195390286	0.6459895602160842	1.0935739161048914	-0.2332411240958022
NA18532	U	CHB	1000G	EAS	-14.977722495424645	-13.69954273825241	-0.3057126975226213	0.14198850065837573	3.963997672413131	0.8202027836711216	-0.6357677131190846	0.907009852409755	-0.04346679232953233	0.774239919939366
NA18533	U	CHB	1000G	EAS	-16.831397573666123	-15.596376841809702	-1.8357416668038795	-1.0925351195805095	-2.558320818609491	0.8591401020149838	0.04462898187282869	-0.7747880185937868	-0.7001622357657095	2.2344218368934734
NA18534	U	CHB	1000G	EAS	-15.113875927291286	-14.03912805892727	-1.5499237114979068	0.200390104998694	-0.6749547701171192	0.33993701249270525	-0.33473941636718535	-0.8436088877570336	-0.08727347649863054	-1.2460299704336564
NA18535	U	CHB	1000G	EAS	-15.541412577911524	-13.13996378710179	-2.232377436364335	0.442051526854392	-1.799093510588985	-1.1839370366806072	-1.0131841392186147	-0.25769096554696896	-0.3029656754405631	1.401180563270889
NA18536	U	CHB	1000G	EAS	-15.057270290640654	-13.091389386783131	-3.607096874611316	0.4669087689395364	4.644021322352685	-0.8264196514942223	1.4652982329487942	-1.4280298564069458	-0.10118541467086603	0.8748358327175405
NA18537	U	CHB	1000G	EAS	-15.10341562457483	-14.840667838589484	-0.06040784940468906	-0.3898488762256878	0.7621460636954357	0.3106924202705098	2.3728421015821484	2.849287951733002	-1.3132341857236185	-2.4575045757365017
NA18538	U	CHB	1000G	EAS	-16.09387424886091	-14.663468274021982	-1.303770770178002	0.4917841849972305	-1.8198684086125516	-0.7532396340550129	0.19831977179980037	-0.3925186377799938	0.653404288443463	0.120263263315562
NA18539	U	CHB	1000G	EAS	-15.493646192566235	-15.073570767987471	0.06853929709600716	-0.5541029337848711	-0.07035451947492741	-0.11075210364533607	0.32999578419223635	-0.15965520965728372	-0.47084981977741275	0.08479824863990423
NA18541	U	CHB	1000G	EAS	-15.452604539266535	-15.668672925821356	-2.0031428258561568	-0.7997186571764907	-2.1223066364951046	0.493645072201341	0.3466851813192367	-1.9584920088406668	0.5760467180862311	1.1681497252957662
NA18542	U	CHB	1000G	EAS	-15.273685142594383	-16.857094781428298	-1.4276265316065564	0.3688229987216287	1.2608209757255913	1.224581199172303	-0.26473448122593235	-0.9665332766068669	-0.8601389347897916	-0.25361820872936935
NA18543	U	CHB	1000G	EAS	-15.415360000061149	-14.153667104008619	-2.0395489450611826	1.4478529265288684	7.735106802172347	-0.12886506360756048	-1.1854428400918668	0.4801385712716737	-1.0196105967414042	-0.3810467717905166
NA18544	U	CHB	1000G	EAS	-16.034690263224398	-14.559394433994783	-3.303579431484346	-0.5487850818404255	-1.7314301660476252	-0.33625298856307556	0.5984821847262773	-1.0001938635934982	0.5499245491692191	0.22979835873584095
NA18545	U	CHB	1000G	EAS	-16.01884174168017	-14.415043918994686	0.2989020362588575	0.9269223204367403	5.927187941437213	2.273934906089172	-0.11738620019648585	0.1002492962670491	-0.009720876132549567	-0.08416002490934166
NA18546	U	CHB	1000G	EAS	-15.4183240429282	-13.901799100978986	-2.547248024432357	0.21174938828546075	7.011710039965856	0.47501153133726953	0.9656440520202079	-0.8116200153367645	-0.0221951318098217	-1.3700791137118358
NA18547	U	CHB	1000G	EAS	-13.855977182918577	-13.447704884250085	-1.6063343852078105	-0.45562411547273035	-2.0976698412960064	0.8470062884241676	0.7970893806680626	-0.36052233920635307	-0.9278641680981441	0.39297049352633445
NA18548	U	CHB	1000G	EAS	-14.407870737575402	-14.215433761217275	-3.19208034543079	0.9886461410682033	6.802024167513875	0.08379312559019977	0.3006657637290799	0.23507600204442308	1.5430355171419035	0.2996315321792598
NA18549	U	CHB	1000G	EAS	-15.415946589096796	-14.0307052253194	-1.7969108723527523	-0.4125151950499415	-1.4489474989035847	1.1330074740204523	0.1603405068319142	-0.6862536593326928	-0.8732463171233793	1.0157936151225266
NA18550	U	CHB	1000G	EAS	-15.456248418310702	-13.04895321485108	-3.276334897430712	-0.08768665528547134	-2.156529131180526	0.280120011957942	0.41829021039593706	0.02471676412736557	-0.7469617236267703	0.29274860978204353
NA18552	U	CHB	1000G	EAS	-15.388061943305775	-15.305588763659062	-2.8249346578235937	0.37144322768025456	1.1131368353063482	0.5675280610441726	-0.6654723245227112	1.343662760269113	-1.8587989335119321	-2.0449076673069153
NA18553	U	CHB	1000G	EAS	-15.531409381990628	-14.822466433716112	-0.3823625920768861	-1.000363275621729	0.516852017290299	1.052142236250565	0.050388886346118225	0.8012432310243657	-0.7128509716056962	0.20599823653037394
NA18555	U	CHB	1000G	EAS	-14.706946438942522	-14.729028430867421	-3.1183277495426975	1.3053309815873766	7.392763053941003	-0.6689743792110865	-1.2811103842912146	0.4042078901260324	-0.6800103274077174	-1.5021533140573045
NA18557	U	CHB	1000G	EAS	-15.75151929616274	-15.650928977725595	-0.9339229016233689	-0.08854498680048477	-1.907830033124443	0.24421704352590995	0.19286703258734084	-1.3554418273550024	-0.4980741607973618	0.49637550942608516
NA18558	U	CHB	1000G	EAS	-15.489519657660592	-15.180034445008232	-2.2119504368697327	-0.07995985993914903	-1.6863051339585302	0.2318776727353655	0.28382999668784814	0.5173801351595373	-0.13161344313634893	-0.13770729846325794
NA18559	U	CHB	1000G	EAS	-15.354835603703819	-14.017377684131988	-2.1967587497641152	-0.6786679092531002	-2.8390333678464397	0.1432382177049317	1.0152631169747015	0.3788157006882384	-0.1500874546977913	0.3674244420696019
NA18560	U	CHB	1000G	EAS	-15.451776667962084	-14.42242857774903	-1.3571024026718144	-0.8405681924134221	-2.4739834486408085	-0.01200737896791139	0.4438117980906682	0.22758334872389788	-0.6829138767768079	1.2539426002064045
NA18561	U	CHB	1000G	EAS	-14.849543771746925	-13.726272420752629	-2.858060045253863	0.49620557268050514	6.7992278508127715	-1.4697554280986402	-0.3879398211526241	-0.026528140184651248	0.4423157297745177	2.0070185009010384
NA18562	U	CHB	1000G	EAS	-17.06308162645876	-16.012523884357904	-0.7588057376678531	-1.3473494402186972	-1.515692162028535	-0.44951031470369823	1.0244656433106474	0.9153674339252773	-0.10340961549272389	-0.2933466045566909
NA18563	U	CHB	1000G	EAS	-15.42599316164675	-14.85200598155442	-3.4003365756461896	-0.18582561651419136	6.32416351121696	-0.2346499852441713	0.4560594797283317	1.0263920338653119	-0.2012447203533528	-0.5342946509039056
NA18564	U	CHB	1000G	EAS	-14.311803437236053	-16.02067295451966	-4.208507458594936	0.7013402873117314	5.381507847728777	-0.805079868112131	-1.4640068451307409	0.19015392765533493	-1.937871086999495	-0.12690139777976764
NA18565	U	CHB	1000G	EAS	-15.869118667559244	-14.75625143106188	-2.184469398339608	-0.28411123402706484	-2.11823524971361	1.337705095357027	0.8011244391946548	0.16935505848019938	0.17514650660151063	1.2091336242395487
NA18566	U	CHB	1000G	EAS	-14.17109262342822	-13.081473370119692	-3.031998441163008	0.7027738603172463	6.246132743278618	0.4266073516436072	0.35589990814381256	0.6454598040095948	-0.5027750454253455	-0.3961140955053831
NA18567	U	CHB	1000G	EAS	-15.545111243731657	-16.103462194403324	-2.498311359257452	-1.1376256602791996	-2.668507872643228	-0.7529970824547692	0.5944057843013768	-0.17148250946196664	0.8094161407604148	-0.13912617207310632
NA18570	U	CHB	1000G	EAS	-14.929770867564324	-16.193532388771015	-2.660720634465014	0.31621002251537117	7.173474171629301	-1.121420796318663	0.6375622786946494	0.6886643993773942	-0.14118837397798242	-1.2344849938447247
NA18571	U	CHB	1000G	EAS	-14.899476839505121	-13.612962210645243	-2.777577697482746	1.0176673961496039	9.544764362934014	0.24457721138324032	-0.07882282242993136	-1.100394308201989	0.5524519360399595	2.2847373539248124
NA18572	U	CHB	1000G	EAS	-16.226626586327125	-14.557581234676798	-2.6253312512742015	-1.3196888041699129	-2.852294674374153	-1.378989476987119	0.5216084029102618	-1.7216261366967949	0.08244393973332226	0.9427407074745395
NA18573	U	CHB	1000G	EAS	-14.472970928807417	-13.205637694988235	-0.9369407286997038	0.5428710822028965	6.606663020310193	0.3091939481252632	-0.26269500812494845	-1.775827402890608	-0.11207352839696402	-0.13419516334497913
NA18574	U	CHB	1000G	EAS	-15.922051187205104	-14.9507378035321	-2.4534863878629745	-0.3985435944787191	-0.03606060555647866	-0.6852649196474018	0.2505396413430604	1.0105334871709244	-0.4460780990536963	0.19569043678291173
NA18577	U	CHB	1000G	EAS	-15.239307638485666	-11.888408405626393	-0.6925572470513769	-0.5217957094680179	0.12104412800001349	1.0815816994162335	-0.638838415819619	0.4638132168448669	0.5209396291818923	-1.5077217081234389
NA18579	U	CHB	1000G	EAS	-16.178598990071258	-16.04620736857394	-4.6979243470097085	0.49915447747094827	-1.0748716865667625	-1.2238135206285368	-0.15742857946205507	0.33907709969815364	0.31792568686928974	1.1405433362664494
NA18582	U	CHB	1000G	EAS	-14.831530041855947	-15.330872581128132	-2.66253388664048	0.57886785289011	5.452967625092541	-0.3482346065306721	-0.9724719140562956	0.6968390670092702	0.19634940989742658	1.3808924532786062
NA18591	U	CHB	1000G	EAS	-15.291796189552072	-15.938548612489235	-0.8788207745440555	-0.2741808269591388	3.209844870712942	0.3492681176359293	-1.3162404542544355	0.6715564380448241	-1.7291731926951863	-2.319061817701896
NA18592	U	CHB	1000G	EAS	-15.113049710361231	-13.793479369557591	-1.7463864980876418	-0.07242163898093246	3.4134618348394246	1.2119875495303498	0.13304019790601754	0.3135277131071727	-1.2597724816566078	-0.831249729999565
NA18593	U	CHB	1000G	EAS	-15.138050007562981	-12.069006897965677	0.0087281581554147	-1.1517985191522537	2.680335113741942	2.0910087389279357	0.9953332494932898	0.23834444542620692	-0.7649816919427065	-0.8135740674217045
NA18595	U	CHB	1000G	EAS	-15.8060449937466	-14.548154409476037	-2.3103350610045665	-0.2283731567472963	-1.4302957191367303	0.191945743196143	-1.3049105387244653	0.8688020842626915	0.3291411475468852	0.03352456809233086
NA18596	U	CHB	1000G	EAS	-13.747231028214662	-15.122721207952782	-3.528208335314237	-0.9908085063393787	-1.9490885615013007	0.5437253199335869	0.5509138920387919	-0.07942215332540951	0.22409877655058674	0.7320994535553909
NA18597	U	CHB	1000G	EAS	-14.597171806852268	-14.239474323573589	-3.767917027722156	0.0071118067225285735	3.0373654465159268	-0.7533093550188401	-0.9155439233414019	-0.6159564461447571	0.05381950371965551	0.1987489618567788
NA18599	U	CHB	1000G	EAS	-15.088032049425799	-16.301293940529593	-2.1999395768224264	0.5643088622923349	-1.96154550207945	-0.5575523976460321	1.1881237720842195	0.6784237697392067	-0.12508819213502215	-1.8254306082992326
NA18602	U	CHB	1000G	EAS	-15.730478159981814	-15.609122782177916	-1.6556208200891627	-0.19555552292551998	-2.715648836959255	-1.4240496378582983	-0.17602517192357897	-0.4792260586320886	0.4323778684443136	0.908454156925072
NA18603	U	CHB	1000G	EAS	-15.264920809602748	-15.391079029984729	-1.175830537893638	1.094409355615775	-0.6369036250385368	0.03373756021130554	0.35207454589705944	-0.025439682209982956	0.027511853247350206	-1.5349457082591955
NA18605	U	CHB	1000G	EAS	-15.19403791907804	-13.915977598520234	-2.299521646075895	-0.22809409140541537	7.0318538909048645	0.10071334733990166	-0.7371356134366164	0.884293560596903	0.4023275273248886	-1.3049158153994185
NA18606	U	CHB	1000G	EAS	-14.822820756257983	-15.444353543991028	-2.5608621455955864	1.2620198919076315	7.032441584841968	-0.10198877943039981	-1.013347393410927	0.6336549340218979	0.2901278357070291	-0.9509619125775911
NA18608	U	CHB	1000G	EAS	-16.212782269267144	-16.290584265041453	0.08722226855761903	0.17887901235247575	-1.0424405995978003	-1.2305934055876366	-0.5545499571255147	-0.5356962737984009	0.05187546684522919	-1.00795614836635
NA18609	U	CHB	1000G	EAS	-15.991772317321328	-13.435879147485599	0.13592536701184205	-0.36886413921406036	0.8428050779562529	0.25995038857729885	0.13518446660021638	-0.38303253265714143	-1.1297315164750334	0.07267815930769676
NA18610	U	CHB	1000G	EAS	-15.484202184713961	-16.936970443084576	-0.39985105094595896	0.7151877807880727	-2.9607461522955267	-2.0433581848399607	1.6188062261064295	0.6749959103447932	-1.3974491688626018	0.23677023063408584
NA18611	U	CHB	1000G	EAS	-15.657436186928539	-14.06242016005489	-1.2809976853139131	-1.046674765046957	-2.0113896947683627	-0.7986171476838051	0.5991032189847324	-0.6629019814161347	-0.22620551919189313	0.03736062024623148
NA18612	U	CHB	1000G	EAS	-15.80980355225978	-16.66483785898818	-2.005004298220991	-0.6259097209349773	-0.972420433885106	-1.0875638786672202	-0.5755833938387388	-0.06857037837542058	-0.6106912778878529	-0.8165564887903466
NA18613	U	CHB	1000G	EAS	-13.547303370079273	-11.646388739277846	-3.552637961816028	0.9304371570558043	6.367346900989569	-0.5730707744136817	-0.39715894607181457	1.5153589050125988	-0.5392404051448646	-0.836919910439623
NA18614	U	CHB	1000G	EAS	-14.092080234131053	-14.4997816579268	-3.0260326812505873	0.09774056231579918	-2.2865735927219024	0.8836458972585544	-0.23476440401028975	0.6449077999618615	0.4242718322005286	1.2019693866223444
NA18615	U	CHB	1000G	EAS	-16.199179428032522	-15.378241166197085	-0.928654332814669	0.47585415505303413	-1.5670082778384984	-0.13503856479979623	-1.3152280747873728	-0.5930607289127064	-0.21139492787542175	-0.6784533569931328
NA18616	U	CHB	1000G	EAS	-16.745119311347153	-15.337729382704548	-2.1252781444676914	0.6371594750928118	-2.0201781771059193	0.904186408888823	0.4595219456466985	-0.8055731734022578	1.6257207285023023	3.2587089797761997
NA18617	U	CHB	1000G	EAS	-15.307670424981126	-15.211905630293458	-4.736114664289345	-0.8735103495690748	-1.1726955034822508	0.00220689282962911	-0.7156590421405137	0.5559658820986983	-0.7698589194744754	-0.08921104524652892
NA18618	U	CHB	1000G	EAS	-15.67124315373579	-15.010714706242245	-1.2509879739997023	-0.031245647202045475	2.658017537313154	0.9077097290590155	0.00024779515196960263	0.6202522618597175	-0.030966029992380913	-2.4266647535765915
NA18619	U	CHB	1000G	EAS	-14.088000293465479	-12.86356333268985	-1.4353386745171317	0.28548935775301715	-2.565169759299447	-0.09107324184405885	0.05541720716241891	-0.8501152496888972	0.36439780847633185	1.0283017041822766
NA18620	U	CHB	1000G	EAS	-14.798287948655638	-15.448586977775744	-2.4495706736156513	-0.7955287776277793	-0.604537425953587	-0.943192007368179	-0.22394224534872828	0.3016591093271953	0.74183052149508	1.6130950932842814
NA18621	U	CHB	1000G	EAS	-15.200545809872839	-14.696487420342054	-2.114102321114845	-0.18386516976664008	9.399480452505015	-0.03004232551613247	-0.7207054078758984	1.443077225490619	-0.35765739583349765	-0.5163512098342186
NA18622	U	CHB	1000G	EAS	-14.823207859102949	-13.735783052831145	-3.4477020167129395	0.7279823961434586	5.915746325109219	0.9066925095324301	-0.8647331230458244	-0.2753563767790856	1.226507188983112	1.253408816940729
NA18623	U	CHB	1000G	EAS	-15.44757616117121	-14.047017614173022	-1.900419690008049	-0.40223119032840554	-1.400841430534511	1.0677463975977535	-1.0296796111957345	0.21720480732928032	-0.3156632115664754	-0.755607243286764
NA18624	U	CHB	1000G	EAS	-15.988402975439321	-15.130910919823453	-2.924763191597944	0.2588678518733758	2.706610895936903	-1.1334173767701665	0.5337771836056858	-1.064968838716519	-0.13699517148269597	-1.1021278110728816
NA18625	U	CHB	1000G	EAS	-16.501194209174155	-14.962345526950774	-1.027321521652674	-0.6066413098387431	-2.517701188966408	-0.2649208449713547	0.31302209689118543	0.280098541321746	-1.3287050719478175	-0.1934124034997302
NA18626	U	CHB	1000G	EAS	-16.365748748872562	-14.731225633448908	-3.193229683982644	-0.5510164769817756	-3.5927501321293276	-2.1624982284078462	0.4901988176182143	-0.22393673044630732	-0.09054634710869117	1.0294777797602244
NA18627	U	CHB	1000G	EAS	-15.761058803727353	-14.421614072955176	-1.6757626459961854	0.11699544022579736	-1.604098976392348	-0.7267360740218275	0.08337754129474782	-1.827057608679697	0.7268114749247659	1.3079419779622818
NA18628	U	CHB	1000G	EAS	-16.117072957551187	-13.916428306649129	-4.528580859123925	-1.3377320210037014	-1.8499215330265142	0.48231684419858556	0.050708548829805	-0.25897826064424817	-0.49159442442638807	1.4389744462974645
NA18629	U	CHB	1000G	EAS	-15.720131617578057	-14.339769861868445	-1.4154811324335221	-0.5233983115431654	2.1574166870001132	-0.015878672745107562	0.8569563157049247	-0.6276069000915669	0.1994805864883313	3.4643652157922387
NA18630	U	CHB	1000G	EAS	-14.417787237485879	-14.713995015298826	-0.3735472993727879	-0.4973333210043615	2.363139360418279	2.694853620447794	-0.3653649720320841	-0.24083041734518076	0.06210078149217464	-1.3355073854917832
NA18631	U	CHB	1000G	EAS	-14.683201104911607	-13.492965165449187	-2.219725929949318	0.3687430861022921	6.64228819572377	0.06582340606350974	0.2950894517960808	1.0735036854609832	-0.49059023683519953	0.2106950185193479
NA18632	U	CHB	1000G	EAS	-15.368878017075021	-13.788530416643045	-2.4955919996200713	-1.1926667637709107	-1.9592904104287396	0.23175646171608064	0.3118929494092358	-0.628046566380705	0.22839172340671135	2.204451364362575
NA18633	U	CHB	1000G	EAS	-14.604549654811965	-15.968239149857682	0.06213935195560202	-0.21337431063123966	6.113879364336786	-0.006993878127969017	0.18748419360240157	-0.05675105824892635	-1.0720634809553071	-0.0022250557240762053
NA18634	U	CHB	1000G	EAS	-15.212412539506012	-15.46132105922342	-1.7502149787882795	-0.3854724642814078	1.452150001335218	0.6616070501587185	1.01591080248168	-0.7881319730181614	-0.31921917057063326	-0.2589619078275109
NA18635	U	CHB	1000G	EAS	-15.473269847489995	-14.61578411949694	-2.4188823296341138	-0.0588471788391258	5.106819821211956	-1.7156153482250993	-0.8177609329855144	-0.314163569971156	0.555308283964806	1.2482189744923153
